table,gender_blend,issue_age,duration,q_sel
t3286,80% Male,15,12,8.9e-4
t3286,80% Male,15,13,8.8e-4
t3286,80% Male,15,14,8.7e-4
t3286,80% Male,15,15,8.8e-4
t3286,80% Male,15,16,9e-4
t3286,80% Male,15,17,9.5e-4
t3286,80% Male,15,18,0.00102
t3286,80% Male,15,19,0.00109
t3286,80% Male,15,20,0.00118
t3286,80% Male,15,21,0.00128
t3286,80% Male,15,22,0.0014
t3286,80% Male,15,23,0.00154
t3286,80% Male,15,24,0.00167
t3286,80% Male,15,25,0.00181
t3286,80% Male,16,1,5.3e-4
t3286,80% Male,16,2,6.9e-4
t3286,80% Male,16,3,7.1e-4
t3286,80% Male,16,4,7.4e-4
t3286,80% Male,16,5,7.6e-4
t3286,80% Male,16,6,7.8e-4
t3286,80% Male,16,7,8.1e-4
t3286,80% Male,16,8,8.4e-4
t3286,80% Male,16,9,8.8e-4
t3286,80% Male,16,10,8.9e-4
t3286,80% Male,16,11,8.9e-4
t3286,80% Male,16,12,8.8e-4
t3286,80% Male,16,13,8.7e-4
t3286,80% Male,16,14,8.8e-4
t3286,80% Male,16,15,9e-4
t3286,80% Male,16,16,9.5e-4
t3286,80% Male,16,17,0.00102
t3286,80% Male,16,18,0.00109
t3286,80% Male,16,19,0.00118
t3286,80% Male,16,20,0.00128
t3286,80% Male,16,21,0.0014
t3286,80% Male,16,22,0.00154
t3286,80% Male,16,23,0.00167
t3286,80% Male,16,24,0.00181
t3286,80% Male,16,25,0.00194
t3286,80% Male,17,1,6.9e-4
t3286,80% Male,17,2,7.1e-4
t3286,80% Male,17,3,7.4e-4
t3286,80% Male,17,4,7.6e-4
t3286,80% Male,17,5,7.8e-4
t3286,80% Male,17,6,8.1e-4
t3286,80% Male,17,7,8.4e-4
t3286,80% Male,17,8,8.8e-4
t3286,80% Male,17,9,8.9e-4
t3286,80% Male,17,10,8.9e-4
t3286,80% Male,17,11,8.8e-4
t3286,80% Male,17,12,8.7e-4
t3286,80% Male,17,13,8.8e-4
t3286,80% Male,17,14,9e-4
t3286,80% Male,17,15,9.5e-4
t3286,80% Male,17,16,0.00102
t3286,80% Male,17,17,0.00109
t3286,80% Male,17,18,0.00118
t3286,80% Male,17,19,0.00128
t3286,80% Male,17,20,0.0014
t3286,80% Male,17,21,0.00154
t3286,80% Male,17,22,0.00167
t3286,80% Male,17,23,0.00181
t3286,80% Male,17,24,0.00194
t3286,80% Male,17,25,0.00206
t3286,80% Male,18,1,7.1e-4
t3286,80% Male,18,2,7.3e-4
t3286,80% Male,18,3,7.5e-4
t3286,80% Male,18,4,7.6e-4
t3286,80% Male,18,5,7.7e-4
t3286,80% Male,18,6,7.8e-4
t3286,80% Male,18,7,8e-4
t3286,80% Male,18,8,7.9e-4
t3286,80% Male,18,9,7.4e-4
t3286,80% Male,18,10,7.1e-4
t3286,80% Male,18,11,7.1e-4
t3286,80% Male,18,12,7e-4
t3286,80% Male,18,13,7e-4
t3286,80% Male,18,14,7.4e-4
t3286,80% Male,18,15,8e-4
t3286,80% Male,18,16,8.7e-4
t3286,80% Male,18,17,9.7e-4
t3286,80% Male,18,18,0.00108
t3286,80% Male,18,19,0.00121
t3286,80% Male,18,20,0.00134
t3286,80% Male,18,21,0.00148
t3286,80% Male,18,22,0.00162
t3286,80% Male,18,23,0.00177
t3286,80% Male,18,24,0.00192
t3286,80% Male,18,25,0.00207
t3286,80% Male,19,1,6.5e-4
t3286,80% Male,19,2,6.8e-4
t3286,80% Male,19,3,7e-4
t3286,80% Male,19,4,7e-4
t3286,80% Male,19,5,7e-4
t3286,80% Male,19,6,7.2e-4
t3286,80% Male,19,7,7.2e-4
t3286,80% Male,19,8,7e-4
t3286,80% Male,19,9,6.7e-4
t3286,80% Male,19,10,6.6e-4
t3286,80% Male,19,11,6.6e-4
t3286,80% Male,19,12,6.7e-4
t3286,80% Male,19,13,7e-4
t3286,80% Male,19,14,7.5e-4
t3286,80% Male,19,15,8.2e-4
t3286,80% Male,19,16,9e-4
t3286,80% Male,19,17,0.00101
t3286,80% Male,19,18,0.00113
t3286,80% Male,19,19,0.00127
t3286,80% Male,19,20,0.00142
t3286,80% Male,19,21,0.00158
t3286,80% Male,19,22,0.00172
t3286,80% Male,19,23,0.00187
t3286,80% Male,19,24,0.00201
t3286,80% Male,19,25,0.00215
t3286,80% Male,20,1,5.8e-4
t3286,80% Male,20,2,6.2e-4
t3286,80% Male,20,3,6.3e-4
t3286,80% Male,20,4,6.3e-4
t3286,80% Male,20,5,6.4e-4
t3286,80% Male,20,6,6.5e-4
t3286,80% Male,20,7,6.5e-4
t3286,80% Male,20,8,6.2e-4
t3286,80% Male,20,9,6.1e-4
t3286,80% Male,20,10,6.3e-4
t3286,80% Male,20,11,6.3e-4
t3286,80% Male,20,12,6.6e-4
t3286,80% Male,20,13,7.1e-4
t3286,80% Male,20,14,7.7e-4
t3286,80% Male,20,15,8.6e-4
t3286,80% Male,20,16,0.00093000000000000005
t3286,80% Male,20,17,0.00105
t3286,80% Male,20,18,0.00119
t3286,80% Male,20,19,0.00136
t3286,80% Male,20,20,0.00152
t3286,80% Male,20,21,0.00167
t3286,80% Male,20,22,0.00181
t3286,80% Male,20,23,0.00194
t3286,80% Male,20,24,0.00208
t3286,80% Male,20,25,0.00221
t3286,80% Male,21,1,5.2e-4
t3286,80% Male,21,2,5.7e-4
t3286,80% Male,21,3,5.6e-4
t3286,80% Male,21,4,5.5e-4
t3286,80% Male,21,5,5.6e-4
t3286,80% Male,21,6,5.7e-4
t3286,80% Male,21,7,5.7e-4
t3286,80% Male,21,8,5.6e-4
t3286,80% Male,21,9,5.7e-4
t3286,80% Male,21,10,6e-4
t3286,80% Male,21,11,6.3e-4
t3286,80% Male,21,12,6.7e-4
t3286,80% Male,21,13,7.2e-4
t3286,80% Male,21,14,8e-4
t3286,80% Male,21,15,8.9e-4
t3286,80% Male,21,16,9.8e-4
t3286,80% Male,21,17,0.00111
t3286,80% Male,21,18,0.00127
t3286,80% Male,21,19,0.00143
t3286,80% Male,21,20,0.0016
t3286,80% Male,21,21,0.00175
t3286,80% Male,21,22,0.00187
t3286,80% Male,21,23,0.00198
t3286,80% Male,21,24,0.00211
t3286,80% Male,21,25,0.00226
t3286,80% Male,22,1,4.7e-4
t3286,80% Male,22,2,5e-4
t3286,80% Male,22,3,4.8e-4
t3286,80% Male,22,4,4.8e-4
t3286,80% Male,22,5,4.9e-4
t3286,80% Male,22,6,5e-4
t3286,80% Male,22,7,5.1e-4
t3286,80% Male,22,8,5.2e-4
t3286,80% Male,22,9,5.4e-4
t3286,80% Male,22,10,5.9e-4
t3286,80% Male,22,11,6.4e-4
t3286,80% Male,22,12,6.9e-4
t3286,80% Male,22,13,7.5e-4
t3286,80% Male,22,14,8.4e-4
t3286,80% Male,22,15,0.00093000000000000005
t3286,80% Male,22,16,0.00104
t3286,80% Male,22,17,0.00119
t3286,80% Male,22,18,0.00134
t3286,80% Male,22,19,0.00151
t3286,80% Male,22,20,0.00167
t3286,80% Male,22,21,0.0018
t3286,80% Male,22,22,0.0019
t3286,80% Male,22,23,0.002
t3286,80% Male,22,24,0.00214
t3286,80% Male,22,25,0.00233
t3286,80% Male,23,1,4.2e-4
t3286,80% Male,23,2,4.4e-4
t3286,80% Male,23,3,4.2e-4
t3286,80% Male,23,4,4.3e-4
t3286,80% Male,23,5,4.4e-4
t3286,80% Male,23,6,4.5e-4
t3286,80% Male,23,7,4.7e-4
t3286,80% Male,23,8,5e-4
t3286,80% Male,23,9,5.3e-4
t3286,80% Male,23,10,5.9e-4
t3286,80% Male,23,11,6.5e-4
t3286,80% Male,23,12,7.1e-4
t3286,80% Male,23,13,7.8e-4
t3286,80% Male,23,14,8.7e-4
t3286,80% Male,23,15,9.9e-4
t3286,80% Male,23,16,0.00111
t3286,80% Male,23,17,0.00125
t3286,80% Male,23,18,0.00142
t3286,80% Male,23,19,0.00158
t3286,80% Male,23,20,0.00171
t3286,80% Male,23,21,0.00182
t3286,80% Male,23,22,0.00192
t3286,80% Male,23,23,0.00202
t3286,80% Male,23,24,0.00219
t3286,80% Male,23,25,0.00238
t3286,80% Male,24,1,3.7e-4
t3286,80% Male,24,2,3.9e-4
t3286,80% Male,24,3,3.9e-4
t3286,80% Male,24,4,4e-4
t3286,80% Male,24,5,4.1e-4
t3286,80% Male,24,6,4.2e-4
t3286,80% Male,24,7,4.5e-4
t3286,80% Male,24,8,5e-4
t3286,80% Male,24,9,5.4e-4
t3286,80% Male,24,10,6.2e-4
t3286,80% Male,24,11,6.8e-4
t3286,80% Male,24,12,7.4e-4
t3286,80% Male,24,13,8.2e-4
t3286,80% Male,24,14,9.4e-4
t3286,80% Male,24,15,0.00107
t3286,80% Male,24,16,0.00118
t3286,80% Male,24,17,0.00133
t3286,80% Male,24,18,0.00149
t3286,80% Male,24,19,0.00164
t3286,80% Male,24,20,0.00175
t3286,80% Male,24,21,0.00185
t3286,80% Male,24,22,0.00194
t3286,80% Male,24,23,0.00208
t3286,80% Male,24,24,0.00227
t3286,80% Male,24,25,0.00247
t3286,80% Male,25,1,3.3e-4
t3286,80% Male,25,2,3.6e-4
t3286,80% Male,25,3,3.5e-4
t3286,80% Male,25,4,3.6e-4
t3286,80% Male,25,5,3.9e-4
t3286,80% Male,25,6,4.1e-4
t3286,80% Male,25,7,4.5e-4
t3286,80% Male,25,8,5.1e-4
t3286,80% Male,25,9,5.6e-4
t3286,80% Male,25,10,6.4e-4
t3286,80% Male,25,11,7.1e-4
t3286,80% Male,25,12,7.9e-4
t3286,80% Male,25,13,8.8e-4
t3286,80% Male,25,14,0.00101
t3286,80% Male,25,15,0.00113
t3286,80% Male,25,16,0.00126
t3286,80% Male,25,17,0.00142
t3286,80% Male,25,18,0.00157
t3286,80% Male,25,19,0.00169
t3286,80% Male,25,20,0.00177
t3286,80% Male,25,21,0.00188
t3286,80% Male,25,22,0.00201
t3286,80% Male,25,23,0.00218
t3286,80% Male,25,24,0.00238
t3286,80% Male,25,25,0.0026
t3286,80% Male,26,1,2.9e-4
t3286,80% Male,26,2,3.2e-4
t3286,80% Male,26,3,3.3e-4
t3286,80% Male,26,4,3.5e-4
t3286,80% Male,26,5,3.7e-4
t3286,80% Male,26,6,4.1e-4
t3286,80% Male,26,7,4.6e-4
t3286,80% Male,26,8,5.2e-4
t3286,80% Male,26,9,5.8e-4
t3286,80% Male,26,10,6.7e-4
t3286,80% Male,26,11,7.5e-4
t3286,80% Male,26,12,8.3e-4
t3286,80% Male,26,13,9.5e-4
t3286,80% Male,26,14,0.00109
t3286,80% Male,26,15,0.00122
t3286,80% Male,26,16,0.00134
t3286,80% Male,26,17,0.00149
t3286,80% Male,26,18,0.00163
t3286,80% Male,26,19,0.00172
t3286,80% Male,26,20,0.00182
t3286,80% Male,26,21,0.00195
t3286,80% Male,26,22,0.00211
t3286,80% Male,26,23,0.0023
t3286,80% Male,26,24,0.00252
t3286,80% Male,26,25,0.00276
t3286,80% Male,27,1,2.6e-4
t3286,80% Male,27,2,3e-4
t3286,80% Male,27,3,3.2e-4
t3286,80% Male,27,4,3.5e-4
t3286,80% Male,27,5,3.8e-4
t3286,80% Male,27,6,4.2e-4
t3286,80% Male,27,7,4.8e-4
t3286,80% Male,27,8,5.4e-4
t3286,80% Male,27,9,6.1e-4
t3286,80% Male,27,10,7.1e-4
t3286,80% Male,27,11,8e-4
t3286,80% Male,27,12,9e-4
t3286,80% Male,27,13,0.00103
t3286,80% Male,27,14,0.00116
t3286,80% Male,27,15,0.00129
t3286,80% Male,27,16,0.00141
t3286,80% Male,27,17,0.00156
t3286,80% Male,27,18,0.00167
t3286,80% Male,27,19,0.00177
t3286,80% Male,27,20,0.0019
t3286,80% Male,27,21,0.00205
t3286,80% Male,27,22,0.00222
t3286,80% Male,27,23,0.00244
t3286,80% Male,27,24,0.00267
t3286,80% Male,27,25,0.00293
t3286,80% Male,28,1,2.3e-4
t3286,80% Male,28,2,2.8e-4
t3286,80% Male,28,3,3.2e-4
t3286,80% Male,28,4,3.6e-4
t3286,80% Male,28,5,4.1e-4
t3286,80% Male,28,6,4.5e-4
t3286,80% Male,28,7,5.1e-4
t3286,80% Male,28,8,5.8e-4
t3286,80% Male,28,9,6.5e-4
t3286,80% Male,28,10,7.7e-4
t3286,80% Male,28,11,8.7e-4
t3286,80% Male,28,12,9.8e-4
t3286,80% Male,28,13,0.0011
t3286,80% Male,28,14,0.00124
t3286,80% Male,28,15,0.00137
t3286,80% Male,28,16,0.00148
t3286,80% Male,28,17,0.00161
t3286,80% Male,28,18,0.00173
t3286,80% Male,28,19,0.0018600000000000001
t3286,80% Male,28,20,0.002
t3286,80% Male,28,21,0.00217
t3286,80% Male,28,22,0.00237
t3286,80% Male,28,23,0.0026
t3286,80% Male,28,24,0.00286
t3286,80% Male,28,25,0.00314
t3286,80% Male,29,1,2.2e-4
t3286,80% Male,29,2,2.8e-4
t3286,80% Male,29,3,3.3e-4
t3286,80% Male,29,4,3.8e-4
t3286,80% Male,29,5,4.3e-4
t3286,80% Male,29,6,4.8e-4
t3286,80% Male,29,7,5.4e-4
t3286,80% Male,29,8,6.1e-4
t3286,80% Male,29,9,6.9e-4
t3286,80% Male,29,10,8.3e-4
t3286,80% Male,29,11,9.4e-4
t3286,80% Male,29,12,0.00104
t3286,80% Male,29,13,0.00117
t3286,80% Male,29,14,0.00131
t3286,80% Male,29,15,0.00143
t3286,80% Male,29,16,0.00155
t3286,80% Male,29,17,0.00169
t3286,80% Male,29,18,0.00183
t3286,80% Male,29,19,0.00197
t3286,80% Male,29,20,0.00214
t3286,80% Male,29,21,0.00233
t3286,80% Male,29,22,0.00255
t3286,80% Male,29,23,0.0028
t3286,80% Male,29,24,0.00308
t3286,80% Male,29,25,0.00339
t3286,80% Male,30,1,2.2e-4
t3286,80% Male,30,2,2.7e-4
t3286,80% Male,30,3,3.5e-4
t3286,80% Male,30,4,4.1e-4
t3286,80% Male,30,5,4.6e-4
t3286,80% Male,30,6,5.1e-4
t3286,80% Male,30,7,5.7e-4
t3286,80% Male,30,8,6.5e-4
t3286,80% Male,30,9,7.5e-4
t3286,80% Male,30,10,8.9e-4
t3286,80% Male,30,11,9.9e-4
t3286,80% Male,30,12,0.00109
t3286,80% Male,30,13,0.00122
t3286,80% Male,30,14,0.00136
t3286,80% Male,30,15,0.00147
t3286,80% Male,30,16,0.00163
t3286,80% Male,30,17,0.00181
t3286,80% Male,30,18,0.00196
t3286,80% Male,30,19,0.00212
t3286,80% Male,30,20,0.0023
t3286,80% Male,30,21,0.00253
t3286,80% Male,30,22,0.00277
t3286,80% Male,30,23,0.00305
t3286,80% Male,30,24,0.00336
t3286,80% Male,30,25,0.00369
t3286,80% Male,31,1,2.1e-4
t3286,80% Male,31,2,2.7e-4
t3286,80% Male,31,3,3.7e-4
t3286,80% Male,31,4,4.3e-4
t3286,80% Male,31,5,4.9e-4
t3286,80% Male,31,6,5.4e-4
t3286,80% Male,31,7,6.1e-4
t3286,80% Male,31,8,7e-4
t3286,80% Male,31,9,8.2e-4
t3286,80% Male,31,10,9.6e-4
t3286,80% Male,31,11,0.00106
t3286,80% Male,31,12,0.00115
t3286,80% Male,31,13,0.00129
t3286,80% Male,31,14,0.00141
t3286,80% Male,31,15,0.00155
t3286,80% Male,31,16,0.00174
t3286,80% Male,31,17,0.00193
t3286,80% Male,31,18,0.0021
t3286,80% Male,31,19,0.00229
t3286,80% Male,31,20,0.0025
t3286,80% Male,31,21,0.00275
t3286,80% Male,31,22,0.00303
t3286,80% Male,31,23,0.00334
t3286,80% Male,31,24,0.00368
t3286,80% Male,31,25,0.00402
t3286,80% Male,32,1,2.1e-4
t3286,80% Male,32,2,2.9e-4
t3286,80% Male,32,3,4e-4
t3286,80% Male,32,4,4.6e-4
t3286,80% Male,32,5,5.3e-4
t3286,80% Male,32,6,5.9e-4
t3286,80% Male,32,7,6.7e-4
t3286,80% Male,32,8,7.7e-4
t3286,80% Male,32,9,9e-4
t3286,80% Male,32,10,0.00104
t3286,80% Male,32,11,0.00113
t3286,80% Male,32,12,0.00123
t3286,80% Male,32,13,0.00135
t3286,80% Male,32,14,0.0015
t3286,80% Male,32,15,0.00167
t3286,80% Male,32,16,0.00188
t3286,80% Male,32,17,0.00209
t3286,80% Male,32,18,0.00227
t3286,80% Male,32,19,0.00248
t3286,80% Male,32,20,0.00272
t3286,80% Male,32,21,0.00301
t3286,80% Male,32,22,0.00333
t3286,80% Male,32,23,0.00367
t3286,80% Male,32,24,0.00401
t3286,80% Male,32,25,0.00437
t3286,80% Male,33,1,2.2e-4
t3286,80% Male,33,2,3e-4
t3286,80% Male,33,3,4.3e-4
t3286,80% Male,33,4,5e-4
t3286,80% Male,33,5,5.6e-4
t3286,80% Male,33,6,6.4e-4
t3286,80% Male,33,7,7.3e-4
t3286,80% Male,33,8,8.5e-4
t3286,80% Male,33,9,9.8e-4
t3286,80% Male,33,10,0.00111
t3286,80% Male,33,11,0.00119
t3286,80% Male,33,12,0.00128
t3286,80% Male,33,13,0.00144
t3286,80% Male,33,14,0.00162
t3286,80% Male,33,15,0.0018
t3286,80% Male,33,16,0.00202
t3286,80% Male,33,17,0.00225
t3286,80% Male,33,18,0.00246
t3286,80% Male,33,19,0.0027
t3286,80% Male,33,20,0.00297
t3286,80% Male,33,21,0.0033
t3286,80% Male,33,22,0.00366
t3286,80% Male,33,23,0.00401
t3286,80% Male,33,24,0.00437
t3286,80% Male,33,25,0.00477
t3286,80% Male,34,1,2.2e-4
t3286,80% Male,34,2,3.1e-4
t3286,80% Male,34,3,4.6e-4
t3286,80% Male,34,4,5.3e-4
t3286,80% Male,34,5,6.1e-4
t3286,80% Male,34,6,7e-4
t3286,80% Male,34,7,8e-4
t3286,80% Male,34,8,0.00093000000000000005
t3286,80% Male,34,9,0.00105
t3286,80% Male,34,10,0.00116
t3286,80% Male,34,11,0.00124
t3286,80% Male,34,12,0.00137
t3286,80% Male,34,13,0.00156
t3286,80% Male,34,14,0.00175
t3286,80% Male,34,15,0.00195
t3286,80% Male,34,16,0.00218
t3286,80% Male,34,17,0.00243
t3286,80% Male,34,18,0.00266
t3286,80% Male,34,19,0.00294
t3286,80% Male,34,20,0.00325
t3286,80% Male,34,21,0.00362
t3286,80% Male,34,22,0.004
t3286,80% Male,34,23,0.00437
t3286,80% Male,34,24,0.00477
t3286,80% Male,34,25,0.00524
t3286,80% Male,35,1,2.3e-4
t3286,80% Male,35,2,3.3e-4
t3286,80% Male,35,3,4.9e-4
t3286,80% Male,35,4,5.7e-4
t3286,80% Male,35,5,6.7e-4
t3286,80% Male,35,6,7.6e-4
t3286,80% Male,35,7,8.7e-4
t3286,80% Male,35,8,0.001
t3286,80% Male,35,9,0.00112
t3286,80% Male,35,10,0.0012
t3286,80% Male,35,11,0.00133
t3286,80% Male,35,12,0.00149
t3286,80% Male,35,13,0.00169
t3286,80% Male,35,14,0.0019
t3286,80% Male,35,15,0.00211
t3286,80% Male,35,16,0.00236
t3286,80% Male,35,17,0.00262
t3286,80% Male,35,18,0.00289
t3286,80% Male,35,19,0.0032
t3286,80% Male,35,20,0.00356
t3286,80% Male,35,21,0.00398
t3286,80% Male,35,22,0.00437
t3286,80% Male,35,23,0.00477
t3286,80% Male,35,24,0.00524
t3286,80% Male,35,25,0.00577
t3286,80% Male,36,1,2.4e-4
t3286,80% Male,36,2,3.5e-4
t3286,80% Male,36,3,5.3e-4
t3286,80% Male,36,4,6.2e-4
t3286,80% Male,36,5,7.3e-4
t3286,80% Male,36,6,8.3e-4
t3286,80% Male,36,7,9.5e-4
t3286,80% Male,36,8,0.00107
t3286,80% Male,36,9,0.00116
t3286,80% Male,36,10,0.00129
t3286,80% Male,36,11,0.00145
t3286,80% Male,36,12,0.00163
t3286,80% Male,36,13,0.00184
t3286,80% Male,36,14,0.00206
t3286,80% Male,36,15,0.00229
t3286,80% Male,36,16,0.00255
t3286,80% Male,36,17,0.00283
t3286,80% Male,36,18,0.00313
t3286,80% Male,36,19,0.00349
t3286,80% Male,36,20,0.00391
t3286,80% Male,36,21,0.00436
t3286,80% Male,36,22,0.00477
t3286,80% Male,36,23,0.00524
t3286,80% Male,36,24,0.00577
t3286,80% Male,36,25,0.00637
t3286,80% Male,37,1,2.5e-4
t3286,80% Male,37,2,3.8e-4
t3286,80% Male,37,3,5.7e-4
t3286,80% Male,37,4,6.8e-4
t3286,80% Male,37,5,7.9e-4
t3286,80% Male,37,6,9e-4
t3286,80% Male,37,7,0.00102
t3286,80% Male,37,8,0.00111
t3286,80% Male,37,9,0.00123
t3286,80% Male,37,10,0.00141
t3286,80% Male,37,11,0.00159
t3286,80% Male,37,12,0.00178
t3286,80% Male,37,13,0.00201
t3286,80% Male,37,14,0.00224
t3286,80% Male,37,15,0.00248
t3286,80% Male,37,16,0.00277
t3286,80% Male,37,17,0.00308
t3286,80% Male,37,18,0.00342
t3286,80% Male,37,19,0.00384
t3286,80% Male,37,20,0.0043
t3286,80% Male,37,21,0.00477
t3286,80% Male,37,22,0.00524
t3286,80% Male,37,23,0.00577
t3286,80% Male,37,24,0.00637
t3286,80% Male,37,25,0.00706
t3286,80% Male,38,1,2.7e-4
t3286,80% Male,38,2,4.2e-4
t3286,80% Male,38,3,6.2e-4
t3286,80% Male,38,4,7.4e-4
t3286,80% Male,38,5,8.6e-4
t3286,80% Male,38,6,9.7e-4
t3286,80% Male,38,7,0.00108
t3286,80% Male,38,8,0.00119
t3286,80% Male,38,9,0.00136
t3286,80% Male,38,10,0.00155
t3286,80% Male,38,11,0.00175
t3286,80% Male,38,12,0.00195
t3286,80% Male,38,13,0.0022
t3286,80% Male,38,14,0.00245
t3286,80% Male,38,15,0.00271
t3286,80% Male,38,16,0.00302
t3286,80% Male,38,17,0.00337
t3286,80% Male,38,18,0.00376
t3286,80% Male,38,19,0.00424
t3286,80% Male,38,20,0.00475
t3286,80% Male,38,21,0.00524
t3286,80% Male,38,22,0.00577
t3286,80% Male,38,23,0.00637
t3286,80% Male,38,24,0.00705
t3286,80% Male,38,25,0.00785
t3286,80% Male,39,1,2.8e-4
t3286,80% Male,39,2,4.8e-4
t3286,80% Male,39,3,6.8e-4
t3286,80% Male,39,4,8.1e-4
t3286,80% Male,39,5,9.2e-4
t3286,80% Male,39,6,0.00103
t3286,80% Male,39,7,0.00116
t3286,80% Male,39,8,0.00131
t3286,80% Male,39,9,0.00149
t3286,80% Male,39,10,0.00171
t3286,80% Male,39,11,0.00192
t3286,80% Male,39,12,0.00215
t3286,80% Male,39,13,0.00241
t3286,80% Male,39,14,0.00268
t3286,80% Male,39,15,0.00298
t3286,80% Male,39,16,0.00331
t3286,80% Male,39,17,0.00371
t3286,80% Male,39,18,0.00416
t3286,80% Male,39,19,0.0047
t3286,80% Male,39,20,0.00523
t3286,80% Male,39,21,0.00577
t3286,80% Male,39,22,0.00637
t3286,80% Male,39,23,0.00705
t3286,80% Male,39,24,0.00781
t3286,80% Male,39,25,0.00872
t3286,80% Male,40,1,3.1e-4
t3286,80% Male,40,2,5.3e-4
t3286,80% Male,40,3,7.3e-4
t3286,80% Male,40,4,8.6e-4
t3286,80% Male,40,5,9.9e-4
t3286,80% Male,40,6,0.00111
t3286,80% Male,40,7,0.00126
t3286,80% Male,40,8,0.00143
t3286,80% Male,40,9,0.00164
t3286,80% Male,40,10,0.00189
t3286,80% Male,40,11,0.00211
t3286,80% Male,40,12,0.00235
t3286,80% Male,40,13,0.00265
t3286,80% Male,40,14,0.00296
t3286,80% Male,40,15,0.00328
t3286,80% Male,40,16,0.00365
t3286,80% Male,40,17,0.0041
t3286,80% Male,40,18,0.00464
t3286,80% Male,40,19,0.00521
t3286,80% Male,40,20,0.00576
t3286,80% Male,40,21,0.00637
t3286,80% Male,40,22,0.00705
t3286,80% Male,40,23,0.00778
t3286,80% Male,40,24,0.00867
t3286,80% Male,40,25,0.00964
t3286,80% Male,41,1,3.4e-4
t3286,80% Male,41,2,5.9e-4
t3286,80% Male,41,3,7.9e-4
t3286,80% Male,41,4,9.2e-4
t3286,80% Male,41,5,0.00106
t3286,80% Male,41,6,0.00122
t3286,80% Male,41,7,0.00138
t3286,80% Male,41,8,0.00157
t3286,80% Male,41,9,0.00181
t3286,80% Male,41,10,0.00208
t3286,80% Male,41,11,0.00232
t3286,80% Male,41,12,0.00258
t3286,80% Male,41,13,0.00292
t3286,80% Male,41,14,0.00326
t3286,80% Male,41,15,0.00362
t3286,80% Male,41,16,0.00404
t3286,80% Male,41,17,0.00458
t3286,80% Male,41,18,0.00517
t3286,80% Male,41,19,0.00574
t3286,80% Male,41,20,0.00636
t3286,80% Male,41,21,0.00705
t3286,80% Male,41,22,0.00777
t3286,80% Male,41,23,0.00859
t3286,80% Male,41,24,0.00956
t3286,80% Male,41,25,0.01063
t3286,80% Male,42,1,3.9e-4
t3286,80% Male,42,2,6.4e-4
t3286,80% Male,42,3,8.3e-4
t3286,80% Male,42,4,0.001
t3286,80% Male,42,5,0.00116
t3286,80% Male,42,6,0.00132
t3286,80% Male,42,7,0.00151
t3286,80% Male,42,8,0.00173
t3286,80% Male,42,9,0.00199
t3286,80% Male,42,10,0.00227
t3286,80% Male,42,11,0.00254
t3286,80% Male,42,12,0.00284
t3286,80% Male,42,13,0.00321
t3286,80% Male,42,14,0.0036
t3286,80% Male,42,15,0.00401
t3286,80% Male,42,16,0.00452
t3286,80% Male,42,17,0.00513
t3286,80% Male,42,18,0.00573
t3286,80% Male,42,19,0.00634
t3286,80% Male,42,20,0.00704
t3286,80% Male,42,21,0.00777
t3286,80% Male,42,22,0.00855
t3286,80% Male,42,23,0.00947
t3286,80% Male,42,24,0.01055
t3286,80% Male,42,25,0.01171
t3286,80% Male,43,1,4.3e-4
t3286,80% Male,43,2,6.8e-4
t3286,80% Male,43,3,8.9e-4
t3286,80% Male,43,4,0.00109
t3286,80% Male,43,5,0.00126
t3286,80% Male,43,6,0.00144
t3286,80% Male,43,7,0.00165
t3286,80% Male,43,8,0.0019
t3286,80% Male,43,9,0.00218
t3286,80% Male,43,10,0.00248
t3286,80% Male,43,11,0.00278
t3286,80% Male,43,12,0.00312
t3286,80% Male,43,13,0.00355
t3286,80% Male,43,14,0.00398
t3286,80% Male,43,15,0.00445
t3286,80% Male,43,16,0.00505
t3286,80% Male,43,17,0.0057
t3286,80% Male,43,18,0.00633
t3286,80% Male,43,19,0.00702
t3286,80% Male,43,20,0.00775
t3286,80% Male,43,21,0.00853
t3286,80% Male,43,22,0.00943
t3286,80% Male,43,23,0.01048
t3286,80% Male,43,24,0.01165
t3286,80% Male,43,25,0.0129
t3286,80% Male,44,1,4.8e-4
t3286,80% Male,44,2,7.3e-4
t3286,80% Male,44,3,9.6e-4
t3286,80% Male,44,4,0.00119
t3286,80% Male,44,5,0.00138
t3286,80% Male,44,6,0.00157
t3286,80% Male,44,7,0.00181
t3286,80% Male,44,8,0.0021
t3286,80% Male,44,9,0.00239
t3286,80% Male,44,10,0.00272
t3286,80% Male,44,11,0.00305
t3286,80% Male,44,12,0.00345
t3286,80% Male,44,13,0.00393
t3286,80% Male,44,14,0.00442
t3286,80% Male,44,15,0.00496
t3286,80% Male,44,16,0.00562
t3286,80% Male,44,17,0.00632
t3286,80% Male,44,18,0.00701
t3286,80% Male,44,19,0.00773
t3286,80% Male,44,20,0.00852
t3286,80% Male,44,21,0.00938
t3286,80% Male,44,22,0.01045
t3286,80% Male,44,23,0.01163
t3286,80% Male,44,24,0.01288
t3286,80% Male,44,25,0.01423
t3286,80% Male,45,1,5.3e-4
t3286,80% Male,45,2,7.7e-4
t3286,80% Male,45,3,0.00104
t3286,80% Male,45,4,0.00131
t3286,80% Male,45,5,0.00151
t3286,80% Male,45,6,0.00174
