table,gender,tobacco,issue_age,duration,q_sel
t3365,Male,Nonsmoker,38,24,0.00438
t3365,Male,Nonsmoker,38,25,0.00484
t3365,Male,Nonsmoker,39,1,1.5e-4
t3365,Male,Nonsmoker,39,2,2.5e-4
t3365,Male,Nonsmoker,39,3,3.8e-4
t3365,Male,Nonsmoker,39,4,4.5e-4
t3365,Male,Nonsmoker,39,5,5.2e-4
t3365,Male,Nonsmoker,39,6,6.1e-4
t3365,Male,Nonsmoker,39,7,6.9e-4
t3365,Male,Nonsmoker,39,8,7.7e-4
t3365,Male,Nonsmoker,39,9,8.7e-4
t3365,Male,Nonsmoker,39,10,9.9e-4
t3365,Male,Nonsmoker,39,11,0.00111
t3365,Male,Nonsmoker,39,12,0.00123
t3365,Male,Nonsmoker,39,13,0.00138
t3365,Male,Nonsmoker,39,14,0.00154
t3365,Male,Nonsmoker,39,15,0.0017
t3365,Male,Nonsmoker,39,16,0.00189
t3365,Male,Nonsmoker,39,17,0.00213
t3365,Male,Nonsmoker,39,18,0.00243
t3365,Male,Nonsmoker,39,19,0.00281
t3365,Male,Nonsmoker,39,20,0.00323
t3365,Male,Nonsmoker,39,21,0.00364
t3365,Male,Nonsmoker,39,22,0.00399
t3365,Male,Nonsmoker,39,23,0.00438
t3365,Male,Nonsmoker,39,24,0.0048
t3365,Male,Nonsmoker,39,25,0.0054
